P46133,ENOG4105CFC;COG2978;
P76163,
P76164,
P76165,
P64463,ENOG41061EV;ENOG41126WX;
P24215,ENOG4105CHZ;COG1312;
P76187,ENOG4107RGM;COG4989;
P64474,ENOG4105XZD;COG3313;
P77389,ENOG4105F27;COG2814;
P77552,COG3468;
P76192,ENOG4105WE2;COG2414;
P77564,ENOG4105JVW;ENOG4111TJ2;
P77402,ENOG4105W4W;ENOG410XVZJ;
P77378,ENOG4105C10;COG2025;
P77714,ENOG41090P5;COG2440;
P76231,ENOG4105VUT;COG3139;
P39173,ENOG4105DSB;COG0676;
P76243,ENOG4105K78;COG3189;
P76269,ENOG4105C0R;ENOG410XNN3;
P76278,ENOG4108PNC;COG1276;
P76394,ENOG4105ZD5;COG3779;
P76396,ENOG4108M24;COG4245;
P76214,ENOG41090B9;COG3758;
Q47702,ENOG4105M0Y;ENOG4111UQK;
P67729,ENOG4105VCT;COG0038;
P76537,ENOG4105E7K;ENOG410XXK0;
P37767,ENOG4106G6Q;COG1737;
P52124,ENOG4108P8R;ENOG410YI8N;
P52126,ENOG4107UNZ;COG1204;
P52131,ENOG4105TS0;COG3596;
P52132,ENOG4106H6R;ENOG410XPYV;
O52982,
P0CF86,COG1393;
P0AA60,ENOG4108K81;COG0586;
Q46832,ENOG4105U1E;COG3149;
Q46833,
Q46841,ENOG4108S55;COG2244;
Q46843,ENOG4108NDC;ENOG410Y3HG;
Q46844,ENOG4108GH0;ENOG410ZT6J;
P42592,ENOG4107WCA;ENOG410ZVE6;
P42598,ENOG4108UB4;COG2949;
P42599,ENOG4105EE0;COG0673;
P42603,ENOG4105P66;ENOG410XT5W;
P0ADX5,
P45537,ENOG410613R;COG1289;
P45804,ENOG4108MAJ;ENOG410XS9K;
P46837,ENOG4105BZM;COG2183;
P67143,ENOG41076UM;COG2095;
P28911,
P28912,ENOG410600T;COG5433;
P37660,ENOG4105C44;COG0814;
P37662,ENOG4105FCD;ENOG410XQUK;
P76201,ENOG4105CV7;COG2086;
P38055,ENOG4108KUU;ENOG410XQKC;
P77493,ENOG4107UH8;COG0524;
P77704,ENOG4105D2N;COG0191;
P77280,ENOG4105CPQ;COG1063;
P64481,ENOG4107K5X;COG1988;
P76219,ENOG4108RSN;COG0398;
P76221,ENOG4108N5C;COG0398;
P0ACY6,ENOG4108VMM;COG2707;
P64485,ENOG4105Y3U;COG2261;
P64488,ENOG4108YS1;COG3615;
P33218,ENOG4108Q2J;COG2979;
P0AD03,ENOG4105H2K;COG2995;
P36928,ENOG4105R8A;COG0443;
P76389,ENOG4105EE5;COG0861;COG1253;
P76407,ENOG4107TE5;COG1597;
P76419,ENOG4108TFM;COG0524;
P0ACM5,ENOG4105FDP;COG2188;
P76421,ENOG4108UQ1;COG3757;
P33349,ENOG4105RD5;ENOG410XPUH;
P33352,ENOG4105DEG;ENOG410XPUJ;
P33353,ENOG410903U;ENOG4111PR2;
P33354,ENOG4108YCW;COG4808;
P33355,ENOG4108W15;COG4807;
P33361,ENOG4107T5X;COG1174;
P33020,ENOG4105DD7;COG0524;COG2771;
P0A9E9,ENOG4108Y4K;COG0664;
P33029,ENOG4105DEI;COG0246;
P33030,ENOG4105CKI;COG0523;
P45505,ENOG4107R11;ENOG410XP61;
P45508,ENOG4107GHC;COG3468;
P0AD30,ENOG4105EJ9;COG0730;
P39263,ENOG4105CSX;COG1288;
P65556,ENOG4105PTV;ENOG410ZCV3;
P67095,ENOG4108RE9;COG0622;
P77544,ENOG4108SHQ;COG0625;
P77526,ENOG4105CYM;COG0625;
P77775,ENOG4105ECP;COG1090;
P77549,ENOG4105F9N;ENOG410XNX3;
P64540,ENOG4105MH2;ENOG4111TYU;
P0A8B2,ENOG4108DG9;COG2840;
P76498,
P76499,ENOG4105US4;ENOG4111UQM;
P76500,ENOG4105UGQ;ENOG4111UC7;
P76501,ENOG4105NEV;ENOG4111X56;
P77599,ENOG4108FZ9;COG3121;
P77196,ENOG4106PG1;COG3188;
P77288,
P0AD33,ENOG4105KZW;COG3691;
P37327,ENOG4105S64;COG2116;
P76505,
P76507,
P77656,ENOG4105PTU;ENOG4111Y3Y;
P76508,
P76509,
P76510,
P0AD35,
P76512,ENOG4105H40;ENOG4111T2F;
P76513,ENOG4108HJ1;COG5532;
P76514,ENOG4108R7K;COG1896;
P76515,ENOG41077V0;ENOG410Z64A;
P76516,
P0AA49,ENOG4108N2Y;COG0679;
P76520,ENOG4108V08;ENOG4111IX2;
P76521,ENOG4105W9M;ENOG4112AZ4;
P0AD37,ENOG4105HZG;ENOG4111QX4;
P27238,ENOG4105GXM;ENOG4111SP1;
P39836,ENOG4105DHU;COG0385;
P45564,ENOG4108NFH;ENOG410Y3BS;
P0ACR7,ENOG4108M0I;ENOG410XQRQ;
P78271,ENOG4105WEC;COG3831;COG4884;
P77619,ENOG4107S1E;COG1680;
P76536,ENOG4105EZR;COG2837;
P76538,ENOG4105QZU;ENOG4111WT6;
P24178,ENOG4105KUZ;COG1393;
P76543,
P76544,
P76545,
P76546,
P76547,
P76548,
P76549,
P76550,
P76569,ENOG4105K89;COG1393;
P64545,ENOG41062G3;ENOG4112AVR;
P65290,ENOG4108ZMA;ENOG4111SPV;
P76573,ENOG41066DY;ENOG4112BJD;
P76575,ENOG4105VPD;ENOG41123NZ;
P76576,ENOG4105N21;COG2976;
P0AD44,ENOG4108SKK;ENOG41108CS;
P52102,ENOG4105K5D;COG1145;
P77538,ENOG4107XM9;COG1073;
P0AD49,ENOG4108WPH;COG1544;
P07021,ENOG41090EK;COG2885;
P33634,ENOG41090KR;ENOG4111QDM;
P0AGJ5,ENOG4105EIB;COG0566;
P11289,ENOG4105QP9;ENOG4111Z38;
P46126,ENOG4105T42;COG5544;
Q47319,ENOG4106IUH;COG3148;
P64548,ENOG4108WS1;ENOG4111MUY;
P37908,ENOG4108JU6;COG4536;
P52123,ENOG4106QCB;ENOG410YGKB;
P52125,ENOG4105H5P;ENOG4111NRD;
P52127,ENOG4105JPW;ENOG4111R47;
P52128,ENOG4107NPW;ENOG410ZDU4;
P52133,ENOG4108KZE;COG2378;
P52135,ENOG4106J9S;ENOG410Y9JJ;
P52138,ENOG410YF06;
P52139,ENOG4105MFG;ENOG4111V8R;
P52140,ENOG4108XS9;COG2003;
P52141,ENOG4105MAW;ENOG4111V4B;
P25728,ENOG4105VXR;ENOG41121K2;
P46141,ENOG4105N0Z;ENOG4111VSF;
P52598,ENOG4105MVE;COG1349;
Q46892,ENOG4105C6Z;COG2610;
P55138,ENOG4108CWB;COG1070;
P55140,ENOG4105HA9;COG1512;
Q46904,ENOG4105DWH;COG0644;
Q46905,ENOG4105WQV;COG2440;
Q46906,ENOG4108ZIA;COG1954;
Q46907,ENOG4105YBM;COG2025;
Q46908,ENOG4106IKH;COG2086;
Q46909,ENOG4105C54;ENOG410XQKC;
Q46911,ENOG4107R3A;COG0277;
P76633,ENOG4105CHR;ENOG410XNW1;
P08370,ENOG4105SEN;ENOG41120CI;
P0ADR2,ENOG4105M08;COG2363;
P65292,ENOG4105M5B;ENOG4111UW1;
P67127,ENOG4105EE5;COG0861;
P65294,ENOG4105SUV;ENOG4111UKF;
A0A385XJL2,
P03813,ENOG4105CG9;COG1794;
Q46786,
Q46787,COG0457;
P76639,ENOG4108YAB;COG0457;COG3710;
Q46789,
Q46791,
Q46793,
Q46795,
Q46796,
Q46797,ENOG4108T88;ENOG410ZW69;
Q46798,ENOG4108K5P;COG0739;
Q46802,ENOG4108JUB;COG3829;
Q46803,ENOG4105IW6;COG0078;
P65807,ENOG4107S4Y;COG0624;
P0A8C4,ENOG4105E07;COG3079;
P52037,ENOG4105CYX;ENOG410XNUN;
P52044,ENOG4105DEQ;ENOG410XPUX;
Q46811,ENOG4105BZ8;COG0493;
P64557,ENOG410873Y;ENOG410YU1D;
Q46819,ENOG4108R8B;COG1142;
Q46820,ENOG4105BZ8;COG0493;COG1142;
Q46824,ENOG4108YDB;ENOG4111R98;
P0AG84,ENOG4105CYX;ENOG410XNUN;
P0AGC0,ENOG4105CXY;COG2271;
P69820,ENOG4106ETB;COG1762;
P31679,ENOG4105C54;ENOG410XQKC;
P60472,ENOG4105CR3;COG0020;
P37049,ENOG4105DIN;COG1408;
P0A8K5,ENOG4105W1I;ENOG4112271;
Q47147,ENOG4105E7A;COG0121;
Q47156,ENOG4105UG9;COG2161;
Q47684,
P75676,ENOG4106549;ENOG41128J2;
P37007,ENOG4108KQ5;ENOG410XTHD;
P37008,
P0AAA1,ENOG4105R3P;COG3477;
P0A8D3,ENOG4108UPT;COG1671;
P51024,ENOG4105IUQ;COG3122;
Q47534,ENOG4105SRB;ENOG4111YZU;
Q47536,ENOG4108PBI;COG1215;
P0ADZ7,ENOG4105VIE;COG1862;
P31808,ENOG4105UBK;COG1028;
A5A613,ENOG410694M;ENOG410Y1RZ;
P08390,ENOG4105CM3;COG0136;
P0A8F8,ENOG4105CCW;COG0556;
P0A8G0,ENOG4105CII;COG0322;
P76057,ENOG4107160;ENOG410YTX8;
P76063,ENOG4105W7J;COG4197;
P28917,ENOG410600T;COG5433;
P0ACW6,ENOG4105Z2P;COG2841;
P76108,ENOG4107TYH;ENOG410XUAZ;
P77156,ENOG4105D81;COG1176;
P31827,ENOG4105PE1;ENOG410XSVA;
P76121,ENOG4108MEJ;COG1853;
P76122,
P76123,ENOG4108UI3;COG4886;
P77519,
P67699,ENOG41084S7;COG3093;
P64426,ENOG4105F32;COG1649;
P0DPO6,
P31126,ENOG4105E5W;ENOG410ZDMF;
P76134,ENOG4105C4X;COG0641;
P77588,ENOG4106PIH;ENOG410YESZ;
P77294,ENOG4106318;ENOG4112C98;
P77789,ENOG4108WDE;ENOG4111P69;
P76137,COG3188;
P77286,COG3468;
P29010,ENOG4106G8A;ENOG410Y7W3;
Q47138,
P76176,ENOG4105CVW;COG3591;
P76177,ENOG4105C5D;ENOG410XNQU;
P77376,ENOG4105D9R;COG0673;
P76180,ENOG4105M9B;ENOG4111W7W;
A5A617,
P09835,ENOG4105BZU;ENOG410XNMH;
P10907,ENOG4108IJ9;COG3839;
P0CE44,ENOG4105CT4;COG2211;
P39306,ENOG4107R0P;COG0235;
P31058,ENOG4105P0Q;ENOG4111X8M;
P31666,ENOG4107BJW;COG0726;
P0AFN6,ENOG4105E3A;COG0842;
P0AGM7,ENOG4105C2W;COG2233;
P30864,ENOG4105HEI;ENOG410XRV0;
P75672,ENOG4105D1A;COG0500;
P77339,ENOG410600K;ENOG41128QG;
P75682,ENOG4105CDP;COG0329;
P77596,ENOG4105C01;COG0129;
P77713,ENOG4105DSG;COG3507;
P77169,
P77657,ENOG4105JXR;ENOG4111RRQ;
P77607,ENOG410693A;COG1961;
P71296,ENOG4106GND;ENOG410Y2QZ;
P71297,ENOG410792U;ENOG410Z1XH;
P75684,
P77700,ENOG4108NUU;ENOG410XQF9;
P0AAR5,ENOG4105WD1;COG2832;
P77400,ENOG4107RY6;COG0531;
P0AAR8,ENOG41083P1;COG1555;
P77717,ENOG4108MNP;COG3126;
P77328,ENOG4105DTE;COG2233;
P37325,ENOG4105QUW;ENOG4111Z9C;
P45570,ENOG4105S2T;COG1988;
P0AAS7,ENOG4105WQ3;COG2501;
P77698,ENOG4107TII;COG1961;
P77368,ENOG4108V1U;COG1881;
P77460,ENOG4108WF3;COG0500;
P0AAS9,ENOG4105VCD;COG2879;
P0AAT2,ENOG4105MSB;COG2315;
P77316,ENOG4105E2A;COG1063;
P18393,ENOG41085A6;COG3251;
P0AAU2,ENOG4105XIQ;ENOG41123Q8;
P0AAU5,ENOG41079JQ;ENOG410ZEKG;
P28915,ENOG4106R09;ENOG410YGXJ;
P28916,ENOG410600T;COG5433;
P0AAU7,ENOG4105NNH;ENOG4111U4K;
P75736,ENOG4105EV9;COG0596;
P37003,
P46121,
P75741,ENOG410600T;COG5433;
P77779,ENOG4105CNA;COG3209;
P75737,
P24252,ENOG4107SEY;COG3272;
P0A8Z3,ENOG4107YD3;COG0824;
P37909,ENOG4106UBK;ENOG410YS65;
P0AAV0,ENOG4105KJB;COG3790;
P75748,ENOG4108MY7;ENOG4110VJC;
P75749,ENOG4108TTM;ENOG4111FN8;
P75750,ENOG4106PG1;COG3188;
P0AAV6,ENOG4105JND;ENOG4111NF4;
P0DPN5,
P46130,ENOG4105NBR;COG4677;
P0A9U1,ENOG4105CJ1;COG1131;
P75777,ENOG4105D0S;ENOG410XPU6;
P0AAV8,ENOG4105C7F;COG2828;
P75763,ENOG4107QPK;COG0471;
P75764,ENOG4107QM5;COG1048;
P0AAC4,ENOG4105HFZ;COG0670;
P75769,ENOG410733J;COG0670;
P75770,ENOG4107UXM;COG0392;
P0AAW1,ENOG4105X23;COG3568;
P0AAW5,ENOG4105I9U;ENOG4111RY6;
P0AFP9,ENOG4107QWP;COG0842;
P0AFQ2,ENOG4107QWP;COG0842;
P30177,ENOG4108MTB;COG0547;
P41039,ENOG4105KSC;COG1734;
P0AAX3,ENOG4105VR4;ENOG41122K9;
P75783,ENOG4105D8X;COG0668;
P75788,ENOG4105F4P;COG0471;
P0AAX8,ENOG4107N1Q;COG1376;
P0A9U3,ENOG4105C5H;COG0488;
P75791,ENOG41072TH;ENOG410XRA8;
P75779,ENOG4107E2E;COG3128;
P46119,ENOG4105X20;ENOG41125IT;
P75828,ENOG4105CPB;COG3593;
P75806,ENOG4105D1E;COG0671;
P0AAY4,
P75809,ENOG4108HCJ;COG0561;
P60869,ENOG4105D0C;COG2985;
P75829,ENOG4108MJ5;COG2990;
P0AGA6,ENOG4108KX4;COG2197;
P30979,ENOG41064T2;ENOG4110BBF;
P0DP63,
P0AAT9,ENOG4107PAI;ENOG410XQ93;
P77296,ENOG4107JFD;COG0790;
P77427,ENOG41069CF;ENOG410XVCG;
P39901,
Q2EEQ8,ENOG410600T;COG5433;
P21829,ENOG4108K4B;COG0561;
P12994,ENOG4108V1U;COG1881;
P52696,ENOG4105F04;ENOG410XRIM;
P75810,ENOG4106UW1;ENOG410XRK1;
P64439,ENOG4105GWF;ENOG4111P9N;
P0AAY6,ENOG4108RMJ;ENOG4111FKB;
P0AAZ0,ENOG4105RBQ;ENOG4111U50;
P75818,ENOG41064MM;ENOG410XZFI;
P0A8C1,ENOG4105K8R;COG0393;
P75821,ENOG4107VBM;COG0451;
P75822,ENOG4105CGD;COG0702;
P21367,ENOG4105CHJ;COG1335;
P21503,ENOG4108ISG;ENOG410Y0GE;
P37443,ENOG4108EQH;COG0658;COG2333;
P43340,ENOG4108X0B;COG2249;
P43674,ENOG4108K0D;COG0501;
P75835,ENOG4105E5D;COG0531;
P75836,ENOG410642W;ENOG410XSPG;
P75838,ENOG4105DDY;COG1944;
P75839,ENOG4107VMU;COG2323;
P75843,ENOG4105T0Z;COG3214;
P0AAZ7,ENOG4105W49;COG2835;
P22525,ENOG4105DIT;COG2989;
P40876,ENOG4106PH7;COG3121;
P0AB03,ENOG4107VR7;ENOG410XRNM;
P75859,ENOG4105Q7J;COG3539;
P75860,ENOG4105MX3;COG3539;
P75863,ENOG4105QVC;COG0633;COG3217;
P0A8X4,ENOG4108Q67;COG3110;
P75874,ENOG4105K4P;COG1832;
P75915,ENOG4107XHZ;COG3381;
P75916,ENOG4108UQ5;ENOG4111GJZ;
P24188,ENOG4105C72;COG1054;
P0AB28,ENOG4105FCQ;COG1399;
P0A8X2,ENOG4108YYC;COG2353;
P0AB31,ENOG4105NAC;COG5645;
P64442,ENOG4106974;ENOG410Y4ZR;
P62066,ENOG41071G1;ENOG410YYPH;
P0AAB8,COG0589;
P17993,ENOG4107RFD;COG2227;
P10908,ENOG4107T6V;COG0584;
P39304,ENOG4105H6Q;COG0269;
P0AB06,ENOG4105EAQ;COG3108;
P0AAC6,ENOG4108MN8;COG0670;
P36661,
P0AB12,ENOG410901E;COG3304;
P0AB14,ENOG4105XH3;ENOG41124QP;
P52636,ENOG4105HEE;COG0348;
P75870,ENOG4105EM2;COG1289;
P75910,ENOG4108T85;ENOG4111FYW;
P75914,ENOG4107SSZ;COG1387;
P0AB26,ENOG4105F3T;ENOG410XXD0;
P29217,ENOG4108YXG;COG3132;
P75931,ENOG4105EP9;COG0673;
P0A8F4,ENOG4105DBI;COG0572;
P46888,ENOG4108VA4;COG0589;
P21362,ENOG4108Z9Z;COG3685;
P76035,ENOG4105Q4T;COG2128;COG4950;
P58094,
P75981,ENOG4108T86;COG3299;
A5A616,
P77397,ENOG4105E2Q;COG0654;
P77044,ENOG4106HB6;COG0596;
P77608,ENOG4105IKQ;COG3971;
P77569,ENOG4108K2P;COG1414;
P77589,ENOG4108SC4;ENOG410YW8U;
P13029,ENOG4105C1X;COG0376;
P37024,ENOG4105CQ7;COG1643;
P62623,ENOG4105C48;COG0761;
P28635,ENOG4105D01;COG1464;
P0A9F9,ENOG4105DZ2;ENOG410XQG7;
P0AD59,ENOG4108WN0;ENOG4111K9M;
P0ABR9,ENOG4105MI0;ENOG410XPPS;
P0AEW9,ENOG4105DE4;COG1105;
Q46893,ENOG4105CE5;COG1211;
P13009,ENOG4105C3R;COG0646;COG1410;
P16384,ENOG4105DKX;COG0324;
P69441,ENOG4105CC8;COG0563;
P0AB74,ENOG4105D2N;COG0191;
P31069,ENOG4107SVH;COG1226;
P0A6H5,ENOG4105C4N;COG1220;
P0A6B7,ENOG4105C3J;COG1104;
P0ACD4,ENOG4107XTC;COG0822;
P0AB77,ENOG4107EEK;COG0156;
P0ADE6,ENOG4109066;COG1652;
P0C8K0,ENOG4105C6Q;COG4573;
P76506,ENOG410903C;COG2853;
P77319,ENOG4105F7F;COG0443;
P76168,ENOG4107R08;COG0582;
P37326,ENOG4105DFP;COG0582;
P75831,ENOG4105D6C;COG0577;COG1136;
P39375,ENOG4106PZD;ENOG410YG2Q;
P52061,ENOG4108V82;COG0127;
P30958,ENOG4108JA2;COG1197;
P76658,ENOG4105DW0;COG2870;
P52644,ENOG41090X5;COG3187;
P0A7B8,ENOG4108R5P;COG5405;
P62620,ENOG4105C4E;COG0821;
P10441,ENOG4105D0V;COG0763;
P0ACV0,ENOG4105D1S;COG1560;
P24205,ENOG4105NWR;COG1560;
P68187,ENOG4108IJ9;COG3839;
P24174,ENOG4105CJT;COG0662;COG0836;
P07018,ENOG4105C8Q;COG0840;
P15005,ENOG4105FBQ;COG1401;
P15006,ENOG4107SQC;COG4268;
P61316,ENOG4107Y7W;COG2834;
P61320,ENOG4105C1U;COG3017;
P0AD74,
P0ADV1,ENOG4105WI0;COG1934;
P68183,ENOG4105EG2;COG3833;
P0AE18,ENOG4105CA1;COG0024;
P37330,ENOG4107QP3;COG2225;
P76399,ENOG4105BZS;COG0841;
P32715,ENOG4108MI0;COG1289;
P33232,ENOG4105DMF;COG1304;
P75957,ENOG4105CQU;COG1136;
P75958,ENOG4105D60;COG4591;
P25894,ENOG4108K0D;COG0501;
P0AD79,
P45464,ENOG4105E1C;COG3107;
P31554,ENOG4105E7H;COG1452;
P0ADF3,
P0AD89,
P0A722,ENOG4105DAF;COG1043;
P0A8W0,ENOG4108QBF;COG2186;
P39370,
P41036,ENOG4105JHE;ENOG410XSSD;
P33937,ENOG4107QIW;COG0243;
P0ABL3,ENOG4108ZMS;COG3043;
P0ABL5,ENOG4105CUW;COG3005;
P0A9I5,ENOG41061Q0;COG3062;
P0AAL0,ENOG4108ZNS;COG1145;
P0AAL3,ENOG4108BGM;COG1145;
P33934,ENOG4105GXZ;COG0348;
P11350,ENOG41076YT;COG2181;
P0AF26,ENOG4105R3A;COG2180;
P10903,ENOG4105DQQ;COG2223;
P0AF28,ENOG4105WH1;COG2197;
P31802,ENOG4105WH1;COG2197;
P27896,ENOG4105BZU;ENOG410XNMH;
P37758,ENOG4107QND;COG2223;
P0AF32,ENOG4105D0D;COG2181;
P19317,ENOG4108NZN;COG2180;
P0AFA2,ENOG4105BZU;ENOG410XNMH;
P19318,ENOG4108IUE;COG1140;
P19319,ENOG4105CRU;COG5013;
P02916,ENOG4105D56;COG1175;
P22731,ENOG4108IV0;COG0410;
P75867,ENOG4105DAN;COG1067;
P0A9M0,ENOG4105C6P;COG0466;
P62522,
P0A9V1,ENOG4108IUZ;COG1137;
P0ACV2,ENOG4105D1S;COG1560;
P76445,ENOG41076MN;COG0671;
P26616,ENOG4107R1I;COG0281;
P76558,ENOG4105C6K;COG0280;COG0281;
P75830,ENOG4105DJY;COG0845;
P0AEX9,ENOG4107FKK;COG2182;
P0AEY1,ENOG41082NP;COG2095;
P08997,ENOG4107QP3;COG2225;
P0ACH8,ENOG4108K2B;ENOG410XP2B;
P0C0T5,ENOG4105HPZ;COG3770;
P00935,ENOG4105C28;COG0626;
P33920,ENOG4106V8H;COG3081;
P0ADL1,ENOG4107RTG;COG2814;
P0A817,ENOG4105CPH;COG0192;
P30750,ENOG4108JEI;COG1135;
P0AAG8,ENOG4105C2J;COG1129;
P23200,ENOG4108HWV;COG4211;
P64512,ENOG410XW9Z;
P0A731,ENOG4108Z5K;COG1803;
P76007,ENOG4105C3N;COG3263;
Q47270,ENOG410757E;ENOG410ZDTG;
P0AFB1,ENOG4105RT1;COG4785;
P60782,ENOG4105K7Z;COG0344;
P0A772,ENOG4105G3E;COG1780;
P25536,ENOG4108Z03;COG0424;
P77258,ENOG4105CCY;COG1902;
P67430,ENOG4108WUH;ENOG4111IYW;
P68739,ENOG4105Y7X;COG1515;
P0AFA7,ENOG4105DKR;COG3067;
P37590,ENOG4106GZG;ENOG410Y1Y0;
P0A8G6,ENOG4105CS1;COG0655;
P18133,ENOG4107RH7;COG1488;
P28903,ENOG4105CJD;COG1328;
P0A9N8,ENOG4108RDD;COG0602;
P31062,ENOG4105FKG;COG4220;
P37013,ENOG4108JUA;COG3604;
P37596,ENOG4107QZF;COG1251;
P0AFK0,ENOG4105CMS;COG0312;
G3MTW7,
P0A6G3,ENOG4107TH8;COG1546;
P0A8D0,ENOG4108Z11;COG1327;
P32712,ENOG4108W0S;COG4235;
P76242,ENOG4105DJ2;COG2807;
P40710,ENOG4107EII;COG3015;
P33591,ENOG4105CJM;COG0601;
P33593,ENOG4106665;COG0444;
P08201,ENOG4107QZF;COG1251;
P0AC26,ENOG4107V9H;COG2116;
P0A9I8,ENOG4105WZK;COG2146;
P31061,ENOG4105FKG;COG4220;
P23898,ENOG4108QBX;COG0791;
P0ADA3,ENOG4108K5P;COG0739;
P21420,
Q46877,ENOG4108ESE;COG0426;COG1773;
P75960,ENOG4105NDF;COG0846;
P0A752,ENOG4108Z1W;COG1057;
P76241,ENOG4105R1U;ENOG410XQRW;
P08337,ENOG4105M6F;COG0494;
P17802,ENOG4105CEN;COG1194;
P30011,ENOG4105D18;COG0157;
P75949,ENOG4107QPA;COG1472;
P11349,ENOG4108IUE;COG1140;
P33590,ENOG4107RNA;COG0747;
P0AEX7,ENOG4105C32;COG0559;
P21517,ENOG4107R28;COG0366;
P03841,ENOG4107W52;ENOG410XQWW;
P18811,ENOG4107P2S;COG1609;
P00946,ENOG4105EIP;COG1482;
P0ACH5,ENOG4108XW0;ENOG4111IUP;
P32166,ENOG4105EIS;COG1575;
P0ABU0,ENOG4108IPT;COG0447;
P0AFS9,ENOG4105DR5;COG0739;
P0A8U6,COG3060;
P33358,ENOG4108XDN;COG0789;
P0AGC5,ENOG4105CHQ;COG4623;
P0A935,ENOG4105CA3;COG2821;
P28224,ENOG410642K;COG3895;
Q47689,ENOG4108IQI;COG0833;
P07017,ENOG4105C8Q;COG0840;
P24200,ENOG4108R4U;COG1403;
P0AEY5,ENOG4105NF4;COG2249;
P77265,ENOG4105BZ1;COG1132;
P36554,ENOG4105C0R;ENOG410XNN3;
P37636,ENOG4105C1P;ENOG410XNVN;
P37637,ENOG4105BZS;COG0841;
P25744,ENOG4105C6X;ENOG410ZVCH;
P69367,ENOG4105EV4;ENOG410XSK2;
P69210,ENOG4108ZBZ;COG2076;
P69212,ENOG41090TI;COG2076;
P0A763,ENOG4108UGX;COG0105;
P0AFA5,ENOG410802X;ENOG410YBKS;
P17117,ENOG4108DBC;COG0778;
P38489,ENOG4108RCM;COG0778;
P64604,ENOG4107PE3;COG1463;
P0A8N0,ENOG4108R9Q;COG3120;
P0AE72,ENOG4106A2Z;COG2336;
P0AEY3,ENOG4105DXN;COG1694;
P69739,ENOG4105E3S;COG1740;
P76114,ENOG4108WYP;COG1802;
P02942,ENOG4105C8Q;COG0840;
P05704,ENOG4105C8Q;COG0840;
P0AEY8,ENOG4107QF7;ENOG410XT98;
P76397,ENOG4105ENT;ENOG410XSF7;
P76398,ENOG4105BZS;COG0841;
P37340,ENOG4107QI1;COG0534;
P31462,ENOG4105CNH;ENOG410YI0P;
P77781,ENOG4105KA0;COG2050;
P07623,ENOG4105CVG;COG1897;
P0A908,ENOG4105GNX;COG3713;
P22729,ENOG4105CF8;COG4177;
P0A9S7,ENOG4105C0Z;COG0411;
P23256,ENOG4105C87;COG1168;
P24175,ENOG4107QKV;COG1109;
P27245,ENOG4108T3F;COG1846;
P31121,ENOG4106DNR;ENOG410Y64J;
P61889,ENOG4105C80;COG0039;
P0AAG5,ENOG4105BZ1;COG1132;
P39386,ENOG41083G8;ENOG410XT98;
P32716,ENOG4105J12;COG1566;
P32714,ENOG4105ETP;COG1538;
P29208,ENOG4105DNI;COG1441;
P17109,ENOG4105C4A;COG1165;
P37355,ENOG4107J5P;COG0596;
P76190,ENOG4105K4H;COG0791;
P39196,ENOG4107S74;ENOG410XQW5;
P69776,ENOG4105KMX;COG4238;
P06993,ENOG41061ZR;COG2909;
P0AAX6,ENOG4105ZY9;ENOG41122XF;
P33369,ENOG4105ETP;COG1538;
P02921,ENOG4105CT4;COG2211;
P37353,ENOG4105CEY;COG0318;
P38051,ENOG4105E4F;COG1169;
P0AFV4,ENOG4107TT5;COG0791;
P06721,ENOG4105C28;COG0626;
P25665,ENOG4105DSS;COG0620;
P28306,ENOG4105HHA;COG1559;
P76264,ENOG4108UI1;COG1971;
P0DKB3,
P30749,ENOG4108ZAF;COG0314;
P32173,ENOG4105C6R;COG0746;
P0AFE8,ENOG4105C8S;COG1008;
P31060,ENOG4105DKW;COG1119;
P0AFF0,ENOG4105CNR;COG1007;
P0C066,ENOG4106S48;COG0741;
P0AFD1,ENOG4105GKE;COG1905;
P31979,ENOG4107QIZ;COG1894;
P0A6U3,ENOG4107RE5;COG0445;
P0AFD4,ENOG4105CMZ;COG1005;
P0A9F1,ENOG4105KST;COG1321;
P0AFD6,COG1143;
P30745,ENOG4105CM1;COG2896;
P0AEZ9,ENOG4108RIR;COG0521;
P04816,ENOG4105CP9;COG0683;
P0AB38,ENOG4108WEF;COG3417;
P03061,
P27300,ENOG4105CHD;COG1663;
P28697,
P0ACE0,ENOG4105DPX;COG0374;
P31600,ENOG41090FC;COG0457;
P33602,ENOG4107R0R;COG1034;
E2JKY7,
P23917,ENOG4105DKQ;COG1940;
P0AE70,ENOG4105MZG;COG2337;
P69741,ENOG4105E3S;COG1740;
P0ACD8,ENOG4105DPX;COG0374;
P0C0L9,ENOG4105WVQ;COG2975;
P0AEZ1,ENOG4105SYT;COG0685;
P31547,ENOG4108UMI;COG2011;
P0AEI1,ENOG4105CIW;COG0621;
P03959,ENOG4105D9K;COG2060;
P0A6Y5,ENOG4105F4C;COG1281;
P0AGK8,ENOG4108ZF1;COG1959;
P22939,ENOG4105CTB;COG0142;
P0AD57,ENOG4105EAH;COG0142;
P62615,ENOG4105CTR;COG1947;
P0A6I0,ENOG4105CAT;COG0283;
P37769,ENOG4105CHR;ENOG410XNW1;
P03819,ENOG4105CKD;COG0475;COG1226;
P64602,ENOG4105UE2;COG3113;
P45395,ENOG4105C2X;COG0517;COG0794;
P0ACV6,ENOG4105KXI;COG2866;
P21599,ENOG4105CA9;COG0469;
